	id	sentence	Valence	Arousal	Dominance
10015	wsj_0127_893_924	Sales fell 20% to #722 million.	0.4	0.5	0.448275862069
607	118CWL049_217_304	It's hard enough for her to make good decisions when she's surrounded by support.	0.45	0.5	0.586206896552
1437	Acephalous-Internet_2845_2974	My grandpa was alert till the end, but when I last saw him at age 92 everything he wanted to talk about was 70 years in the past.	0.428571428571	0.392857142857	0.418719211823
6271	Uprooted_Farming-on-Sand_1534_1569	"""This is what happens,"" David says."	0.416666666667	0.4375	0.747126436782
9655	lw1_1033_1057	Of all the impertinence!	0.25	0.75	0.586206896552
5893	The_Black_Willow_10550_10566	"Why do you ask?"""	0.5	0.4375	0.51724137931
8159	captured_moments_5255_5371	"She caught herself, slid her jaw infinitesimally back into place, and said, ""You don't like it?"""	0.4	0.375	0.448275862069
7585	cable_spool_fort_4221_4311	They all stood around while the doctor made Roy shake and jerk and moan with a sick sound.	0.25	0.75	0.402298850575
3776	Nathans_Bylichka_28372_28415	“You wouldn’t give me the human, would you?	0.5	0.4375	0.586206896552
2068	Fermentation_Eminent-Domain_6374_6437	They should also expect to lose my vote for them next election.	0.4	0.4375	0.51724137931
7028	WhereToHongKong_8362_8485	You’ll find herb and medicine shops, incense shops, chop makers’ shops (makers of Chinese seals), and more.	0.55	0.5625	0.51724137931
5412	SemEval_563	Panel issues bleak report on climate change	0.25	0.5625	0.448275862069
8573	easy_money_10100_10129	We just looked at each other.	0.5	0.375	0.448275862069
7395	audubon2_2985_3150	By accepting my special invitation to join again, you’ll receive special invitations to our sanctuaries and Ecology Camps — and FREE ADMISSION to our Nature Centers.	0.8	0.625	0.655172413793
2061	Fermentation_Eminent-Domain_596_731	Passed unanimously out of the California Assembly and Senate, AB 1798 now awaits the Governor's signature, which it will surely obtain.	0.5	0.375	0.586206896552
695	20000415_apw_eng-NEW_1244_1347	The Iraqi government blames the embargo for the malnutrition, infant mortality and other hardships.	0.4	0.5	0.448275862069
7205	appalachian1_5648_5664	Indulge yourself	0.6	0.5	0.51724137931
4126	Nathans_Bylichka_45926_45965	Isis collapsed on the fur, strings cut.	0.35	0.5625	0.448275862069
858	20020731-nyt_23634_23885	The 1933 double eagle, a $20 gold piece with a mysterious history that involves a president, a king and a Secret Service sting operation, was auctioned Tuesday last night for a record price for a coin, $7.59 million, nearly double the previous record.	0.65	0.625	0.655172413793
5896	The_Black_Willow_10808_10898	"""So at its heart, then, your writing – as opposed to working otherwise – is for yourself?"""	0.5	0.4375	0.51724137931
280	112C-L016_722_804	But, the holiday season is a particularly difficult time for these families.	0.25	0.4375	0.632183908046
8382	detroit_13534_13597	As we sink into our own ruins, the dark horse rides on America!	0.35	0.625	0.448275862069
8930	hotel-california_16291_16338	In fact, the opposite: We're all going to die.”	0.2	0.5625	0.586206896552
9858	warner1_1974_2036	Unlike other services, with DTV, there is no equipment to buy.	0.666666666667	0.645833333333	0.632183908046
5769	SemEval_893	Prehistoric Romeo and Juliet discovered	0.375	0.4375	0.51724137931
5904	The_Black_Willow_11483_11570	"You need not pander to what you imagine their wants are; speak, and they shall listen."""	0.5	0.5	0.51724137931
2139	Fermentation_HR5034_13170_13245	It sounds like you would prefer you government welfare to go there instead?	0.4	0.4375	0.586206896552
5998	The_Black_Willow_19205_19305	A mass of flaming wood stood before him, heat singeing him and sparks flying too close to his house.	0.4	0.625	0.379310344828
2616	IFAW1_3113_3204	but rather, I must ask how much you can afford to support this Animal Sanctuary Fund today?	0.55	0.5	0.586206896552
9869	warner1_2362_2385	Just call 718-888-4DTV.	0.5	0.3125	0.51724137931
5534	SemEval_677	Real suffer Carlos injury setback	0.45	0.4375	0.51724137931
10043	wsj_0144_732_900	Travelers's employee benefits group, which includes its group health insurance operations, posted earnings of $24 million, compared with a loss of $3 million last year.	0.625	0.59375	0.689655172414
824	20020731-nyt_21606_21692	Not bad for a guy who was kicked out of high school in 1997 for threatening a teacher.	0.65	0.5	0.51724137931
1463	Ant_Robot_11769_11942	Research shows that successful foragers returning to the nest do have a different effect on the inactive workers than unsuccessful foragers returning (Schafer, et al, 2006).	0.5	0.4375	0.689655172414
1721	Bartok_13592_13815	This motive also contains the intervallic cell of the second head motive of the first theme in the form of G♯-C♯-B-E (with the addition of some passing tones), in addition to consisting largely of motion by perfect fourths.	0.5	0.375	0.51724137931
5554	SemEval_697	New Orleans violence sparks tourism fears	0.2	0.5625	0.448275862069
9312	hotel-california_31447_31502	The stillness of the room contributed, as did the view.	0.5	0.375	0.51724137931
4021	Nathans_Bylichka_4025_4054	We kissed and slipped inside.	0.75	0.6875	0.655172413793
5656	SemEval_790	Experts: Fear likely shackled boy	0.2	0.625	0.241379310345
3598	Nathans_Bylichka_18448_18497	“Nathan, I told you: my family owes yours a debt.	0.5	0.4375	0.689655172414
9275	hotel-california_30137_30142	“No,”	0.35	0.375	0.51724137931
4672	SemEval_1012	Bush declares Iran's arms role in Iraq is certain	0.45	0.375	0.448275862069
8535	detroit_7353_7434	Oh, and entry is free, so it's available to anyone regardless of economic status.	0.7	0.4375	0.586206896552
45	110CYL069_1936_1967	"""You can get off welfare."	0.55	0.4375	0.51724137931
944	20020731-nyt_34626_34663	"""Experience. Excellence. Carl McCall"""	0.65	0.5	0.51724137931
5268	SemEval_210	Madonna files adoption papers	0.55	0.5625	0.51724137931
4183	Nathans_Bylichka_48541_48605	Nepthys stepped in and Dvorov walked us towards the dance floor.	0.5	0.5	0.51724137931
8109	captured_moments_35484_35592	I demanded, squeezing his throat until he began jerking his head madly at the sculpture.	0.25	0.625	0.793103448276
2535	How_soon-Fans_2462_2509	You paid Facebook for the right to target them.	0.45	0.4375	0.586206896552
4902	SemEval_1223	Technology may save India's river dolphins	0.7	0.5625	0.655172413793
81	110CYL070_1134_1181	Everyone benefits from the work we do together.	0.65	0.375	0.448275862069
5233	SemEval_18	Women in their 60s 'are perfectly good mothers'	0.7	0.4375	0.655172413793
185	112C-L012_38_63	Name Address City, ST Zip	0.5	0.375	0.51724137931
1915	Black_and_white_217_342	The world is made up of a myriad of colors. color gives distinction to our life, it gives flavor and meaning. 	0.625	0.4375	0.862068965517
6217	Uprooted_Bike_4130_4194	You too can change the world: all you have to do is ride a bike.	0.6	0.4375	0.586206896552
2158	Fermentation_HR5034_1631_1799	"""Today’s system balances competition with public safety to ensure that consumers can enjoy alcohol without suffering the negative effects of an unregulated marketplace"""	0.55	0.5	0.586206896552
2476	Homosexuality_339_434	Still more would claim that it is a mental illness that can and should be cured.	0.45	0.3125	0.586206896552
4401	Nathans_Bylichka_9922_9995	I am here now because you called for help, and no-one else would answer.”	0.5	0.5	0.655172413793
8915	hotel-california_15779_15796	“Also impossible.	0.35	0.4375	0.379310344828
3198	NYTnewswire6_6219_6376	In the same vein, Gras is tweaking her salade nicoise, and Jeanminette is adapting her mousse au chocolat to become a spectacular six-layer pecan marjolaine.	0.6	0.5	0.51724137931
133	110CYL071_95_168	Think of the joy and success they bring to you and your loved ones.	0.75	0.625	0.51724137931
7527	blog-new-year's-resolutions_5076_5174	As far as success goes, only the interaction between lay theory and self-efficacy was significant.	0.5	0.375	0.51724137931
7676	captured_moments_10802_10837	"""Dear Future, this is Tasha Cortez."	0.55	0.375	0.51724137931
1324	A_defense_of_Michael_Moore_28930_28964	This text is in the public domain.	0.5	0.3125	0.379310344828
9249	hotel-california_2933_2955	I was now one of them.	0.5	0.4375	0.448275862069
2340	HistoryLasVegas_501_578	Fossils tell an obscure story of man’s slow and sporadic development.	0.5	0.1875	0.51724137931
8031	captured_moments_31143_31192	She had not come home when I woke in mid-morning.	0.2	0.375	0.448275862069
9375	hotel-california_33998_34023	Any place but this place.	0.3	0.4375	0.586206896552
2277	HistoryLasVegas_1365_1511	Signs of even more advancement appeared halfway through the first millennium a.d. , when the Anasazi Indians inhabited the valley.	0.5	0.4375	0.51724137931
5986	The_Black_Willow_17946_18187	As Allan drew closer, he distinguished a new cloud, a pillar rising directly ahead; a road of smoke ascended in the west, its source hidden by the very hillock that concealed his house from the traveler until one had nearly reached its door.	0.5	0.375	0.51724137931
4022	Nathans_Bylichka_40313_40450	I thought that I saw one rib shift in its setting, like a cat trying to scratch its back against a wall, but when I turned, it was still.	0.5	0.5	0.448275862069
9280	hotel-california_30229_30259	“She doesn't drink, remember?”	0.5	0.3125	0.51724137931
997	20020731-nyt_40872_41021	The verdict should be annulled, not just on humanitarian grounds but because his prosecution is an abrogation of the most basic standards of justice.	0.4	0.5625	0.655172413793
2177	Fermentation_HR5034_4235_4269	Does it get any more illegitimate?	0.45	0.375	0.51724137931
5348	SemEval_505	Trucks swallowed in subway collapse	0.25	0.4375	0.632183908046
1730	Bartok_15325_15493	This creates both a smooth transition to the second theme and a strong sense that a new section is beginning, a combination that is generally rather difficult to forge.	0.45	0.5625	0.586206896552
7203	appalachian1_5401_5622	Last year more than 1,000 members contributed more than 70,000 hours to our challenging and rewarding pro bono activities, in cooperation with state and municipal agencies, and other nonprofit groups that share our goals.	0.7	0.375	0.655172413793
10308	wwf12_31_148	December 7, 2000 FirstName LastName StreetNumber StreetName, CityName, StateName, ZipCode	0.5	0.0625	0.51724137931
7050	alumnifund1_34_158	NEW YORK UNIVERSITY GRADUATE SCHOOL OF ARTS AND SCIENCE OFFICE OF THE DEAN	0.5	0.375	0.51724137931
9605	lessig_blog-carbon_6561_6634	"""we all have an ethical obligation to offset our carbon footprint -- now"""	0.4	0.6875	0.724137931034
9258	hotel-california_29699_29710	All hours.”	0.5	0.4375	0.603448275862
3134	NYTnewswire4_716_724	I swear.	0.5	0.5625	0.724137931034
3370	NYTnewswire9_3822_3922	He was searching for a remote installation to train bomber crews and support units in total secrecy.	0.45	0.375	0.448275862069
8019	captured_moments_30500_30509	"""I will."""	0.5	0.28125	0.689655172414
2750	Italy_121_419	As you probably noticed, my wife is currently on vacation without me -— which is different than a vacation from me, although given how frequently insufferable I am, I could understand the appeal of such—in the le Marche region of Italy, which is immediately south of Tuscany and full of communists.	0.4	0.375	0.51724137931
9694	lw1_459_538	Harmon's face slowly animated - joy sweeping in to replace stern concentration.	0.6	0.5625	0.51724137931
5660	SemEval_794	Depp 'to make Litvinenko movie'	0.5	0.4375	0.51724137931
7165	appalachian1_2328_2385	We’re helping to protect the Sterling Forest in New York.	0.6	0.4375	0.51724137931
5269	SemEval_211	Gunmen kill 9 at Iraqi TV station	0.35	0.5625	0.51724137931
9984	wsj_0120_4316_4362	"""We're gaining 1,200 new customers each week,"""	0.75	0.4375	0.793103448276
8667	easy_money_1576_1637	As I did, I noticed just how tired he looked around the eyes.	0.375	0.28125	0.51724137931
4119	Nathans_Bylichka_45399_45457	The blood in her palms, still filling up, began to ripple.	0.416666666667	0.4375	0.402298850575
10249	wsj_1640_3107_3213	Under Mr. Gorbachev, Mr. Goode said, the Soviets are openly stealing Western corporate communications.	0.5	0.4375	0.632183908046
5464	SemEval_610	UK letter bombs may be from extremist drivers	0.45	0.5	0.448275862069
10099	wsj_0159_189_208	shares outstanding.	0.6	0.3125	0.448275862069
633	118CWL050_2158_2235	In 1998, Big Sisters served 972 young people through its many programs.	0.625	0.4375	0.51724137931
2918	NYTnewswire1_1380_1457	"""He gives you a lot in all areas,"" Angels general manager Bill Stoneman said."	0.625	0.4375	0.632183908046
6594	WhereToHongKong_14091_14127	Inland from the bay is Happy Valley.	0.55	0.3125	0.586206896552
1391	Acephalous-Cant-believe_1162_1229	If you do have something better to do, though, by all means do it .	0.45	0.4375	0.586206896552
5868	SemEval_984	Somali refugees cut off from aid	0.35	0.5625	0.448275862069
369	114CUL059_1458_1598	We've scheduled more than 15 follow-up camper weekends beginning in September and going around till next summers camping season.	0.5	0.5	0.586206896552
9302	hotel-california_30893_30976	If he still refuses, well, of all of us, isn't there someone who can drive a ship?”	0.45	0.375	0.51724137931
2530	How_soon-Fans_1895_1987	A TGI Friday's Facebook page does exist, with roughly a third of the fans they used to have.	0.5	0.4375	0.632183908046
10028	wsj_0135_404_463	In fiscal 1989, Elco earned $7.8 million, or $1.65 a share.	0.55	0.5	0.51724137931
6759	WhereToHongKong_35827_35915	That era is gone now, but other elements of the island’s old life are preserved.	0.5	0.375	0.379310344828
1956	Black_and_white_7328_7386	It is neither grey white, nor vory white, but pure white. 	0.5	0.3125	0.51724137931
403	114CUL060_260_314	These are the attributes we want all children to have.	0.55	0.4375	0.51724137931
2936	NYTnewswire1_2612_2727	--It's because of Molina: The Angels felt they could part with Fabregas because of the play of catcher Jose Molina.	0.55	0.5	0.655172413793
6984	WhereToHongKong_63096_63129	Guangzhou is famous for its food.	0.6	0.5625	0.586206896552
5816	SemEval_937	Friendly fire pilot 'experienced'	0.5	0.4375	0.51724137931
7677	captured_moments_10838_10852	You loved her.	0.75	0.375	0.51724137931
1074	20020731-nyt_6661_6672	"""wholesale"""	0.5	0.4375	0.51724137931
8363	detroit_1296_1331	That's literally cheaper than dirt.	0.55	0.4375	0.448275862069
8822	guidedogs1_2405_2449	Having Aries just makes life so much easier.	0.65	0.5	0.655172413793
10183	wsj_0176_151_340	A spokeswoman for Crum & Forster said employees were told early this week that numerous staff functions for the personal insurance lines were going to be centralized as a cost-cutting move.	0.45	0.25	0.586206896552
9630	lessig_blog-carbon_8453_8539	When the type of program you imagine IS put in place, the results have been very good.	0.6	0.5625	0.724137931034
1844	Bartok_9000_9234	So although there is no thematic relation between the Introduction and the main sections of the movement, within the first 29 measures we can already see structural, harmonic and motivic elements that apply to the movement as a whole.	0.5	0.5	0.51724137931
5682	SemEval_813	Iran to hit US interests if attacked	0.3	0.5625	0.448275862069
1554	Ant_Robot_36817_36912	As a result, I will model the three main behaviors in the order that they are to be engaged in.	0.55	0.4375	0.586206896552
161	110CYL200_2395_2491	Please make an investment in the stability of our community by sending a gift to Goodwill.	0.55	0.3125	0.51724137931
6870	WhereToHongKong_49362_49655	Among other legends surrounding the statue is a very modern one: During the Chinese Cultural Revolution, when Red Guards were running rampant on Wanchai island, just a swim away, the image of St. James is said to have stepped down from the altar and halted an invasion.	0.55	0.4375	0.586206896552
6188	Uprooted_Bike_1621_1843	Its influence now includes a legitimate downtown storefront; a sister shop in Albany ( Albany Bicycle Coalition ); movie screenings and pro-cycling political events; and a dedicated core crew that keeps everything rolling.	0.5	0.4375	0.51724137931
4413	Ohio_Steel_11414_11584	J. Philip Richley, a union member and organizer of many attempts to save 5the mills, has summed it up thus: “You just can’t solve a nation-wide problem in a single city.”	0.45	0.4375	0.51724137931
3558	Nathans_Bylichka_15318_15334	“Thanks, Dvorov.	0.75	0.359375	0.689655172414
1696	Bartok_10000_10121	Paul Wilson describes the transition from the Introduction to the Exposition as “quite abrupt and seemingly unmotivated,”	0.4	0.5625	0.241379310345
1560	Ant_Robot_37684_37738	A program encoding this behavior might look like this:	0.5	0.4375	0.51724137931
590	118CWL048_475_637	Big Sisters are mentors and friends who empower girls to more fully reach their potential, experience life's opportunities and perhaps begin to dream.	0.7	0.625	0.655172413793
7250	aspca1_1650_1667	Then they saw it.	0.55	0.625	0.655172413793
10039	wsj_0144_317_370	But revenue declined to $3 billion from $3.2 billion.	0.25	0.541666666667	0.229885057471
2861	Madame_White_Snake_8666_9267	In another traditional vernacular story, “Tsu Shih-Niang Sinks the Jewel Box in Anger, “Tu Shih-Niang Sinks the Jew Box in Anger,” trans, Richard M. W. Ho, in Y. W. Ma and Joseph S. M. Lau. Traditional Chinese Stories : Themes and Variations. Boston: Zheng & Zui Co, 1986, 358. ” the male protagonist breaks a promise he made to his concubine lover, and suffers for it, suggesting that traditionally, loyalty and keeping ones word was valued on the man’s part as well as a woman’s.	0.45	0.3125	0.51724137931
1900	Black_and_white_18285_18526	Of course during the early stages of color film and photography, the quality was so poor that it gave a cheap look, whereas black and white film really allowed one to see the light and the shadows in the images.	0.5	0.4375	0.586206896552
9162	hotel-california_24998_25031	“Time passes in a weird way here.	0.5	0.4375	0.51724137931
207	112C-L013_2046_2161	For Pleasant Run to continue to serve abused and neglected children and their families, we need your support.	0.45	0.4375	0.379310344828
7448	blog-monastery_2883_2951	"""Psychologists,"" she said, ""study the brain and the self externally."	0.5	0.4375	0.51724137931
7983	captured_moments_28138_28149	Tasha said.	0.5	0.3125	0.51724137931
4107	Nathans_Bylichka_44633_44672	A dark glow coalesced around her palms.	0.5	0.375	0.51724137931
9158	hotel-california_24899_24964	“You were here before I was,” said Kishori, “and so was Tiffany.”	0.5	0.4375	0.655172413793
4650	Seedbombing_7_93	This is the first in a series of articles by guest blogger The Apocalyptic Housewife .	0.5	0.28125	0.51724137931
4805	SemEval_1136	Punter charged with stabbing asks to live outside state	0.4	0.5	0.448275862069
3316	NYTnewswire8_3898_4032	RxP opponents charge the APA with pushing its prescription-privileges agenda without adequately assessing support for it in the field.	0.4	0.5	0.51724137931
9186	hotel-california_25670_25688	Or where he went.”	0.5	0.359375	0.51724137931
3119	NYTnewswire4_3316_3465	Of all the 12th games added to the schedule, Florida's might be the most daunting: Miami on Sept. 7 after the Gators open up with Alabama-Birmingham.	0.55	0.5	0.586206896552
2296	HistoryLasVegas_16025_16184	This trend has led to many more demolitions, including the Dunes (replaced by Bellagio), Aladdin (the new Aladdin) and Sands (Venetian) hotels.	0.45	0.375	0.51724137931
7817	captured_moments_20431_20453	"""It wasn't like that."""	0.4	0.5	0.379310344828
1991	Fermentation_Eminent-Domain_10827_11013	In a way, all this tries to approach terroir from a slight distance; plus the historical distinctions between the two premium distinctive varietal regions, Napa county and Sonoma county.	0.375	0.28125	0.689655172414
8986	hotel-california_17983_18152	Me, I followed Adrienne's example and didn't speak up (fabricating excuses to myself to stay safely in gather-info observation mode), though I thought Zheng had a point.	0.45	0.4375	0.51724137931
7641	cable_spool_fort_7785_7961	Tucker towered there with a surprised expression and crossed eyes, the tumbleweed in one hand and the screwdriver held up high in the other ready to stab down into Chad's back.	0.375	0.59375	0.51724137931
4368	Nathans_Bylichka_8786_8794	he said.	0.5	0.3125	0.586206896552
6596	WhereToHongKong_14248_14290	It is home to Hong Kong’s first racetrack.	0.6	0.375	0.51724137931
7355	audubon1_5460_5559	Nearly 25 years ago, the National Audubon Society helped win passage of the Endangered Species Act.	0.65	0.5625	0.51724137931
5240	SemEval_186	Girl left comatose after dental visit dies	0.25	0.59375	0.51724137931
10270	wsj_2465_2442_2614	"""Noriega has closed every independent newspaper, radio and television station and arrested, tortured or forced into exile a long list of reporters,"" the statement declared."	0.25	0.59375	0.689655172414
9121	hotel-california_23296_23362	“Keep adding people long enough, regardless, you get more overall.	0.5	0.4375	0.689655172414
9001	hotel-california_18798_18873	He looked from Sarah, to Adrienne, to Zheng, to Kishori and Tiffany, to me.	0.5	0.4375	0.51724137931
1016	20020731-nyt_42768_42955	What is needed is a message delivered personally by Bush and other top officials not only about the inexcusable treatment of Ibrahim but of the contemptuous approach to democratic values.	0.45	0.4375	0.586206896552
4815	SemEval_1145	Mbeki: 2010 World Cup Planning on Track	0.65	0.375	0.586206896552
9146	hotel-california_24189_24223	No one offered a different answer.	0.5	0.375	0.51724137931
8391	detroit_1377_1479	I had visions of hipsters from coast to coast converging in Detroit, building a new city on rock&roll.	0.55	0.5625	0.51724137931
2260	HistoryLasVegas_11613_11709	In fact, the Flamingo would launch over two decades of strong mob presence in Las Vegas.	0.5	0.375	0.793103448276
4405	Ohio_Steel_10338_10547	Labor costs in America continued to go up, draining US companies of their resources, while companies overseas were able to cut labor costs and put that money back into updating and renovating their facilities.	0.5	0.4375	0.51724137931
7761	captured_moments_17705_17719	"""Silly Nardo."""	0.55	0.4375	0.586206896552
9566	lessig_blog-carbon_3649_3895	"""I am suspicious of cap & trade. It seems like a complicated partial version of that, created by the same genius quants who gave us the mess on wall street, that is designed to generate large fees finance types. My sense is for a simpler system."""	0.5	0.4375	0.51724137931
1406	Acephalous-Cant-believe_2840_2928	Also, The Day in Actual Communist and Real Nazi History seems as relevant today as ever.	0.45	0.5	0.586206896552
9005	hotel-california_19011_19039	All we're doing is existing.	0.5	0.4375	0.51724137931
2946	NYTnewswire1_3437_3480	"""I just hope they keep me here,"" Jose said."	0.45	0.3125	0.448275862069
7567	cable_spool_fort_2934_3019	The tiny barbs hurt, but nobody was allowed to beat you up if you just used stickers.	0.45	0.5	0.51724137931
1068	20020731-nyt_599_843	"""Your actions and failure to act led to violations of Senate rules (and related statutes) and created at least the appearance of impropriety,"" the three Democrats and three Republicans on the committee said in a three-page letter to Torricelli."	0.25	0.5	0.655172413793
8859	hotel-california_11543_11553	This life.	0.5	0.359375	0.51724137931
6509	WhatToHongKong_5602_5613	What to Buy	0.5	0.4375	0.51724137931
902	20020731-nyt_27975_28015	They were never declared legal currency.	0.4	0.375	0.586206896552
177	112C-L012_1569_1624	Without private donor support, this Fund doesn't exist.	0.5	0.4375	0.51724137931
6813	WhereToHongKong_42102_42243	Macau’s own currency, the pataca, is pegged to the Hong Kong dollar, and you can use your Hong Kong currency freely in Macau.	0.65	0.3125	0.51724137931
7794	captured_moments_1969_2149	Bringing my face close to the shoes, I breathed deeply of air that my parents had trapped while closing up that symbol of their love for me.	0.375	0.59375	0.287356321839
6520	WhatToHongKong_63_105	Inflation has taken its toll in Hong Kong.	0.3	0.375	0.379310344828
4785	SemEval_1117	Scientists tout cocoa's health benefits	0.6	0.375	0.586206896552
6207	Uprooted_Bike_3455_3597	A dad came in with his three kids, all of whom left with snazzy rides -- but first, they all sat down and worked on their new wheels together.	0.65	0.5625	0.586206896552
5817	SemEval_938	MySpace welcomes French friends	0.6	0.5	0.51724137931
2271	HistoryLasVegas_12928_13163	The Thunderbird, Desert Inn, Sahara, Sands, and Riviera hotels were erected during this period, luring a curious clientele drawn by tales of all-night partying, exclusive entertainment, and cheap accommodations.	0.55	0.4375	0.586206896552
2313	HistoryLasVegas_18497_18635	Inevitably, some people will get burned in the process, but others will rise triumphantly from the fray to even greater successes.	0.666666666667	0.541666666667	0.632183908046
3827	Nathans_Bylichka_30375_30444	“Be careful you don’t let him touch it until you’re ready to use it,”	0.5	0.5	0.51724137931
10136	wsj_0167_546_589	Sales rose to $3 million from $2.9 million.	0.75	0.5625	0.724137931034
7217	appalachian1_6653_6716	Choose from a number of hikes from easy walking to challenging.	0.6	0.5625	0.586206896552
7122	anth_essay_4_5211_5383	largely lost amidst the overwhelming Spanish influence, local leaders sought to rediscover their native roots and redefine what it meant to be a part of indigenous culture.	0.5	0.4375	0.51724137931
9864	warner1_213_229	Dear New Yorker,	0.55	0.5	0.51724137931
7137	anth_essay_4_7556_7684	The CRIC, which focuses on language development and renewal, is primarily representative of the Nasa peoples (Jackson 2003: 82).	0.5	0.229166666667	0.51724137931
9412	hotel-california_4670_4710	No seventy-two virgins, but it would do.	0.5	0.5	0.448275862069
2975	NYTnewswire2_325_604	A Russian accused of being in organized crime was arrested in Italy on Wednesday on an American complaint that he conspired to fix the pairs figure skating and ice dancing competitions at the recent Salt Lake Winter Olympics, which were dominated by the sport's judging scandals.	0.35	0.375	0.448275862069
465	115CVL037_2431_2613	Please, make a tax deductible gift to Community Centers of Indianapolis in 1999, and know that COMPANY is playing an important part in meeting the needs of its community.	0.65	0.375	0.586206896552
5217	SemEval_165	Military Officials Add to U.S. Criticism of Iraq's Government	0.45	0.4375	0.51724137931
7599	cable_spool_fort_5158_5162	Roy!	0.6	0.625	0.655172413793
512	116CUL033_1935_1966	John Brandon Executive Director	0.55	0.25	0.586206896552
179	112C-L012_1775_1785	Sincerely,	0.55	0.4375	0.51724137931
10315	wwf12_3984_4151	Once again, please accept my warmest gratitude for your past support And please, take a moment today to renew your critically important WWF annual membership.	0.6	0.5625	0.586206896552
2101	Fermentation_Eminent-Domain_9537_9557	JohnLopresti said...	0.5	0.375	0.51724137931
1122	A1_296_387	The cost in the first stage of this unique project is estimated at 200 million dollars.	0.5	0.25	0.310344827586
10054	wsj_0151_352_459	Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate.	0.45	0.4375	0.51724137931
3295	NYTnewswire7_975_1063	Some also say they must listen to their customers' concerns or risk a consumer backlash.	0.45	0.4375	0.448275862069
7673	captured_moments_10568_10581	Probably not.	0.5	0.4375	0.586206896552
6887	WhereToHongKong_51870_51912	Like Hong Kong, Macau is a duty-free port.	0.5	0.125	0.51724137931
3664	Nathans_Bylichka_22041_22100	The room held a bed, a bookcase, and a desk with one chair.	0.5	0.4375	0.51724137931
6206	Uprooted_Bike_3251_3453	A young kid came in to say his last bike was stolen and he needed a new one (and, despite Andrew's stern reprimand that he couldn't just walk in every week and leave with a free bike, he did just that).	0.4375	0.515625	0.431034482759
