	id	sentence	Valence	Arousal	Dominance
569	117CWL009_1602_1650	Judy Laikin, Chair Auction '99 Sponsor Committee	0.55	0.5	0.586206896552
6009	The_Black_Willow_20679_20832	Allan wandered beneath the trees for a time, thoughts drifting through his mind like great banks of fog, strangely beautiful but impossible to penetrate.	0.5	0.4375	0.51724137931
1520	Ant_Robot_29113_29161	Regardless, this will be a very simple function.	0.5	0.4375	0.689655172414
7941	captured_moments_26443_26448	"""Ah,"""	0.5	0.4375	0.51724137931
4102	Nathans_Bylichka_44413_44468	I hope that you can do a better job than the last lot.”	0.45	0.5625	0.51724137931
5141	SemEval_1442	The breast cancer breakthrough saving 1000 women a year	0.55	0.625	0.586206896552
1668	Anti-Terrorist_3658_3885	"And the second-greatest terrorist threat comes from several countries, mainly Israel, who sometimes resort to terrorism themselves, claiming ""self-defense,"" as they desperately try to prevent further attacks by radical Muslims."	0.5	0.4375	0.51724137931
9336	hotel-california_32627_32660	Maybe it made us feel less alone.	0.5	0.375	0.51724137931
6267	Uprooted_Farming-on-Sand_1304_1359	Without fertilization, it deteriorates shockingly fast.	0.5	0.333333333333	0.747126436782
2064	Fermentation_Eminent-Domain_6090_6159	I estimate the value to be in six figures, and we are a small winery.	0.5	0.3125	0.379310344828
9980	wsj_0120_3717_3859	MEDICINE TRANSPLANT: Growth of Japanese trade and travel prompts Beth Israel Medical Center, New York, to set up a bilingual medical practice.	0.6	0.5	0.724137931034
6212	Uprooted_Bike_3747_3800	See, ultimately TBR is about more than just bicycles.	0.65	0.625	0.655172413793
505	116CUL033_1248_1388	I am hopeful that you as an individual and Meridian Insurance as a corporation might consider becoming sustaining supporters of MCCOY.	0.5625	0.4375	0.603448275862
10068	wsj_0152_656_806	Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.	0.55	0.5	0.586206896552
2255	HistoryLasVegas_10956_11089	During this period, East Coast Syndicate member Benjamin “Bugsy” Siegel earned a foothold as a local casino operator.	0.5	0.333333333333	0.51724137931
72	110CYL069_460_512	We don't waste time as we are helping the community.	0.55	0.5625	0.724137931034
2928	NYTnewswire1_2093_2166	"""I've done that a lot in my career,"" Ochoa said during a conference call."	0.5	0.4375	0.51724137931
9461	hotel-california_8059_8178	Compared to what a mere engineer would get on your typical cargo ship, it was mouthwateringly, lip-smackingly gorgeous.	0.75	0.75	0.747126436782
4410	Ohio_Steel_11078_11204	Since this problem was a national one rather than a local one, the problems that were occurring in Youngstown were not unique.	0.5	0.4375	0.51724137931
787	20020731-nyt_18687_18744	"I could see that you needed the private sector involved."""	0.5	0.5	0.51724137931
5677	SemEval_809	Hunters stalk world's tallest trees	0.4375	0.4375	0.51724137931
6125	The_Black_Willow_9551_9586	"""You mean, finished another story."""	0.5	0.4375	0.51724137931
2594	How_soon-Lebron-James_438_602	Lebron didn't play college basketball, he went straight from high school to the pros, and since joining the Cleveland Cavaliers he's won exactly zero NBA champions.	0.45	0.4375	0.448275862069
3904	Nathans_Bylichka_34276_34320	As we left the bar, I asked to see the rock.	0.5	0.4375	0.586206896552
3273	NYTnewswire7_567_697	(UNDATED) Chefs and seafood retailers are wading into one of the hottest natural resource issues of the day: fisheries management.	0.45	0.5	0.51724137931
5643	SemEval_779	China's 'nightmare scenario'	0.35	0.5	0.448275862069
1226	A_defense_of_Michael_Moore_17603_17736	"Perhaps the best example of the paranoia surrounding Moore's film is your sub-essay ""Is the end of the Heston interview itself faked?"	0.4	0.3125	0.51724137931
8984	hotel-california_17944_17967	“I still like my idea,”	0.6875	0.515625	0.689655172414
6148	Tupelo-Honey-Cafe_2019_2117	Either way, it's nice to see a restaurant built on ethics that also happens to be incredibly busy.	0.7	0.5	0.655172413793
1586	Ant_Robot_46976_47065	It would also keep track of whether the last rotation was clockwise or counter-clockwise.	0.5	0.375	0.448275862069
8918	hotel-california_15979_16051	We'd just appear to age slower than people not traveling as fast as us.”	0.55	0.4375	0.586206896552
6441	WhatToHongKong_21033_21087	The 72-par course was designed by Dave Thomas.	0.55	0.3125	0.448275862069
972	20020731-nyt_37584_37795	In its 5-to-0 decision in the Nelson case, the court showed continuing uneasiness with the death penalty, as it has done even since adopting a voluminous set of review procedures in 1999 to govern capital cases.	0.5	0.4375	0.51724137931
1736	Bartok_15911_15998	The return to B in measure 210 is also filled-in in this way by F♯ in measures 208-209.	0.5	0.3125	0.51724137931
4656	SemEval_1	Mortar assault leaves at least 18 dead	0.25	0.4375	0.689655172414
2514	How_soon-Fans_1003_1022	Pretty cool, right?	0.75	0.541666666667	0.51724137931
1640	Anti-Terrorist_1025_1135	True, the USA has not suffered a successful major attack since 9/11, but this does not mean that we are safer.	0.45	0.5	0.448275862069
7826	captured_moments_20876_20882	"""Good."	0.7	0.375	0.448275862069
8133	captured_moments_37641_37660	I could free Tasha.	0.5	0.5	0.724137931034
5622	SemEval_759	News Baby pandas! Baby pandas! Baby pandas!	0.85	0.875	0.724137931034
4799	SemEval_1130	Sony apologizes for battery recall	0.375	0.28125	0.51724137931
3120	NYTnewswire4_344_385	"""Why will things be different under you?"""	0.45	0.5	0.586206896552
3610	Nathans_Bylichka_18875_18908	What you may call me is Nepthys.”	0.5	0.375	0.51724137931
564	117CWL009_1257_1429	One of us will call you to discuss how your company can continue to be an important, highly visible partner with the JCC in support of our scholarship programs.	0.5	0.3125	0.51724137931
3894	Nathans_Bylichka_33980_34023	“Shouldn’t you be going light on the vodka?	0.55	0.5	0.586206896552
4613	Seedbombing_4888_4916	Thanks for commenting, Kate.	0.7	0.5	0.51724137931
6430	WhatToHongKong_19819_19827	Beaches.	0.6875	0.515625	0.689655172414
9180	hotel-california_25577_25601	“Remember? Alexis left.”	0.5	0.4375	0.51724137931
1846	Bartok_9409_9632	This relationship is somewhat obscured by measures 51-57 however; while there is no clear tonal center for this section, G appears in the outer voices in measure 51, although the harmonic material is reminiscent of C minor.	0.5	0.25	0.51724137931
6177	Tupelo-Honey-Cafe_775_904	Our cuisine salutes our love of Southern traditions at the table, but like the good people of Asheville, marches to its own drum.	0.55	0.5	0.51724137931
6959	WhereToHongKong_60224_60345	Guangzhou’s most important Buddhist monument is the 1,400-year-old Temple of the Six Banyan Trees (open 8am–5pm).	0.55	0.5	0.586206896552
2452	Homosexuality_18024_18069	Perhaps the truth is right around the corner.	0.5	0.5	0.51724137931
4767	SemEval_1100	Sexualisation 'harms' young girls	0.25	0.5	0.310344827586
3560	Nathans_Bylichka_15350_15360	Let’s go.”	0.65	0.5625	0.586206896552
3750	Nathans_Bylichka_26947_26965	The woman laughed.	0.75	0.4375	0.51724137931
10215	wsj_0187_377_532	"Everything will be taken over by the new company,"" said Christian Andersson, executive vice president of Oy Waertsilae, former parent of Waertsilae Marine."	0.35	0.5	0.51724137931
7133	anth_essay_4_6981_7125	By doing so they hope to inculcate among the Mayan peoples a renewed sense of pride which will in turn reverse the dogma of Spanish superiority.	0.5	0.375	0.51724137931
2989	NYTnewswire2_4828_5058	The complaint against Tokhtakhounov's traces his contact with figure skating to 2000, when he proposed to Gailhaguet the creation of a professional hockey team in Paris that would provide revenue for the French Skating Federation.	0.5	0.4375	0.51724137931
4555	Seedbombing_1296_1372	If the fertilizer in the mix is what I think it is, that wouldn't be pretty.	0.35	0.375	0.448275862069
3749	Nathans_Bylichka_26890_26934	“but may I ask what is kept in these rooms?”	0.5	0.4375	0.586206896552
10203	wsj_0184_4_161	Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.	0.4	0.4375	0.51724137931
6629	WhereToHongKong_18569_18696	In many areas, the density reaches the equivalent of 150,000 inhabitants per square km (a quarter square mile).	0.5	0.1875	0.51724137931
3727	Nathans_Bylichka_25865_25926	A large woman, similarly decorated, quickly drifted up to us.	0.55	0.5	0.586206896552
9032	hotel-california_20497_20733	“If we last forever, if our eyes are the last eyes watching as the stars blink out, it won't mean a thing to us. We won't care that we're last and we won't care that there are no more stars. We aren't angels. We're just dumb and lucky.”	0.5	0.3125	0.51724137931
4231	Nathans_Bylichka_51649_51688	Who knows how long he’ll stick around?”	0.45	0.4375	0.448275862069
4031	Nathans_Bylichka_41005_41042	“It’s been years since I’ve seen you.	0.65	0.625	0.586206896552
170	110CYL200_731_787	Jerry's Goodwill caseworker found him a job immediately.	0.6	0.5	0.586206896552
3081	NYTnewswire4_1051_1083	Just another wild and crazy guy.	0.55	0.5625	0.51724137931
2949	NYTnewswire1_3763_3988	"--Not expected: Fabregas, who hit .193 with no homers and eight RBI in 35 games with the Angels this season, said he was ""surprised and shocked"" to get traded from a pennant contender to a team 22 games out in the NL Central."	0.4	0.4375	0.448275862069
3307	NYTnewswire8_2648_2671	"""exciting developments"""	0.708333333333	0.697916666667	0.459770114943
3777	Nathans_Bylichka_28416_28419	No,	0.333333333333	0.333333333333	0.632183908046
6971	WhereToHongKong_61686_61738	There is also a market and a porcelain shop.	0.55	0.4375	0.51724137931
3913	Nathans_Bylichka_34697_34767	As long as I looked at it, it didn’t reveal any magic sparkle or glow.	0.45	0.4375	0.448275862069
8362	detroit_12921_13082	Is Conscription just around the corner, to serve Halliburton(Dubai) in attaining pipeline clearance through Afghanistan, to Turkmenistan and the oil field there?	0.4	0.5625	0.586206896552
3344	NYTnewswire9_10781_10844	Denise Gamino writes for the Austin (Texas) American-Statesman.	0.5	0.4375	0.51724137931
6161	Tupelo-Honey-Cafe_326_330	But.	0.45	0.3125	0.51724137931
9505	hsus4_34_57	Dear Friend of Animals,	0.55	0.375	0.448275862069
9475	hotel-california_9007_9045	I spent the evening listening, mostly.	0.5	0.4375	0.51724137931
8866	hotel-california_12199_12410	I would attend afternoon dance classes, so that when the evening dances came around (modeled after the historical social gatherings of several hundred years prior), I would be less of an embarrassment to myself.	0.45	0.5	0.51724137931
2306	HistoryLasVegas_17523_17670	Perhaps more important, such high-end accommodations raise the standards of expectations back to the mythology of the Rat Pack era.	0.625	0.671875	0.51724137931
3099	NYTnewswire4_2266_2309	"""Every quarterback has a different rhythm,"""	0.5	0.4375	0.51724137931
4843	SemEval_1170	'Ronnie' and Eto'o hug and make up	0.65	0.5	0.586206896552
420	115CVL035_18_29	July30,1999	0.5	0.1875	0.586206896552
8076	captured_moments_33601_33653	"But if Tasha will forgive me --"""	0.4	0.5625	0.310344827586
4236	Nathans_Bylichka_5185_5306	It was just a little set-up where someone had stacked a few crates and brought something alcoholic to share, mostly beer.	0.55	0.375	0.448275862069
15	110CYL068_2004_2039	Goodwill provides jobs at Goodwill.	0.55	0.5	0.586206896552
4926	SemEval_1247	Go ahead, take a nap, science says	0.6875	0.359375	0.689655172414
9779	united1_1289_1333	Low international airfare is also available.	0.5	0.3125	0.51724137931
324	114CUL057_1401_1475	Simply fill out the enclosed card, and we will see you at the Grill!	0.583333333333	0.541666666667	0.747126436782
1808	Bartok_298_431	Bartók’s music, although it is often difficult to call completely tonal, never entirely sheds itself of tonal elements and structure.	0.416666666667	0.333333333333	0.402298850575
2823	Madame_White_Snake_407_453	“The Lust of the White Serpant”	0.5	0.3125	0.51724137931
2066	Fermentation_Eminent-Domain_6240_6321	"Eminent domain is exactly right - this is nothing less than governmental ""taking."	0.4375	0.515625	0.603448275862
6720	WhereToHongKong_30838_30963	Some indefatigable climbers will want to go up to the top of the nine-story pink pagoda for a panoramic view.	0.5	0.4375	0.632183908046
7140	anth_essay_4_7951_8120	The Nasa and Guambiano have stood in opposition since pre-colonial times; therefore any coalition between the two advocacy groups is tenuous at best (Rappaport 2005: 2).	0.5	0.4375	0.51724137931
6857	WhereToHongKong_47_350	T he crowded Kowloon peninsula and the booming New Territories on the mainland call for some serious sightseeing; but we begin across Victoria Harbor on Hong Kong Island, where the city was first founded and which remains the center of government, business, and commerce.	0.55	0.5	0.586206896552
3368	NYTnewswire9_3517_3673	He was only a captain, but he had been left in charge at Wendover the day Tibbets surprised them by landing a B-29, a new plane no one at Wendover had seen.	0.55	0.3125	0.586206896552
9718	marine1_3244_3393	Also, take a moment to review the practical tips on the back of the form -- share them with your family and friends --and put them into action today!	0.5	0.4375	0.51724137931
2454	Homosexuality_18126_18364	"APA Online. 2003. American Psychological Association. <http://www.apa.org>. Bailey, J. M., and R. C. Pillard. ""A Genetic Study of Male Sexual Orientation."" Archives of General Psychiatry 1089-1096 (1991)."	0.5	0.333333333333	0.51724137931
10309	wwf12_3238_3286	The challenges we face are daunting, to be sure.	0.4	0.5	0.448275862069
10001	wsj_0124_221_376	The appointment takes effect Nov. 13. He succeeds James A. Taylor, who stepped down as chairman, president and chief executive in March for health reasons.	0.4	0.4375	0.51724137931
2497	Homosexuality_6340_6497	Dr. Evelyn Hooker, a heterosexual psychologist, conducted a ground-breaking study in the mid 1950s that went along similar reasoning as Freud.	0.6	0.5625	0.655172413793
5917	The_Black_Willow_1278_1348	Although the concept was a simple one, Allan thought it had potential.	0.55	0.5	0.586206896552
63	110CYL069_3152_3165	Real results.	0.5	0.359375	0.51724137931
4392	Nathans_Bylichka_9542_9557	“Okay,” I said.	0.5	0.375	0.51724137931
8206	captured_moments_7041_7094	Reluctantly, I released her hand.	0.35	0.5625	0.448275862069
2894	NWF1_3718_3825	The tote bag is made of a strong, cotton material and has plenty of room, including a handy sewn-in pocket.	0.55	0.4375	0.51724137931
7793	captured_moments_19660_19764	Wondering about the reason for her extravagance, I asked how work had gone that day.	0.5	0.4375	0.586206896552
5087	SemEval_1393	Ice stops trolleys cold	0.5	0.4375	0.51724137931
5308	SemEval_248	Italy drops Sicily bridge plans 	0.35	0.375	0.379310344828
3804	Nathans_Bylichka_29128_29140	“Marvelous!”	0.75	0.75	0.747126436782
5994	The_Black_Willow_18832_18943	He watched as the carriage drew still more distant, the horses' hooves still kicking up dust along the roadway.	0.4	0.3125	0.379310344828
5990	The_Black_Willow_1856_1913	I hardly dare to think it, but – I may finish this story!	0.7	0.6875	0.586206896552
7130	anth_essay_4_661_752	Naturally this can be signaled by any number of things - clothing, food, lifestyle choices.	0.5	0.4375	0.51724137931
6257	Uprooted_Bike_6424_6437	Shame, shame.	0.25	0.4375	0.586206896552
4982	SemEval_1298	Mother: Lohan is doing 'great' in rehab	0.65	0.4375	0.51724137931
6567	WhereToHongKong_10580_10749	The interesting Edwardian building was formerly the Pathological Institute, founded to combat the 19th century’s 30-year-long outbreak of bubonic plague.	0.5	0.4375	0.586206896552
1000	20020731-nyt_41193_41271	Like every other government institution, they hew closely to Mubarak's wishes.	0.5	0.25	0.586206896552
8290	defenders5_5469_5566	$45,000 — salaries /office expenses for staff to oversee the effort between now and election day.	0.5	0.5	0.51724137931
2194	Fermentation_HR5034_5709_5907	It's no coincidence that brewers large and small, wineries, spirit producers and importers, retailers, wine education organizations, wine consumers and free trade organizations all oppose H.R. 5034.	0.45	0.4375	0.51724137931
10188	wsj_0176_803_1013	Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.	0.4	0.5	0.51724137931
9284	hotel-california_30316_30364	“One hundred and forty-seven is a magic number,”	0.55	0.5625	0.51724137931
5202	SemEval_15	We were 'arrogant and stupid' over Iraq, says US diplomat	0.25	0.625	0.379310344828
4427	Ohio_Steel_12959_13067	Without funds, the Save Our Valley Campaign could do nothing major to help salvage the city’s dying economy.	0.3	0.4375	0.448275862069
8135	captured_moments_37725_37842	Most likely: she would be meat --there is a reason why stopboxes are most often used in kitchens.	0.45	0.4375	0.51724137931
1115	602CZL285_86_259	Pat LaCrosse asked me to send this information inviting you to join the Georgia O'Keeffe Circle of the Indianapolis Museum of Art's Second Century Society (SCS).	0.75	0.28125	0.51724137931
4667	SemEval_1008	Anglicans rebuke U.S. branch on same-sex unions	0.4	0.5	0.655172413793
3477	Nathans_Bylichka_11475_11485	I mean – ”	0.55	0.5	0.51724137931
456	115CVL037_1189_1225	Transportation for youth and seniors	0.5	0.375	0.51724137931
7821	captured_moments_20635_20692	As you may have guessed, we had talked about such things.	0.55	0.375	0.586206896552
9486	hsus4_1021_1298	Still others are less obvious but just as horrible; dogs fighting to the death for the benefit of blood thirsty gamblers; baby calves confined and malnourished to provide “milk-fed” veal for the gourmet; and the “accidental” drowning of porpoises in the nets of tuna fishermen.	0.166666666667	0.75	0.402298850575
2124	Fermentation_HR5034_11629_11716	JohnLopresti said... Thought I would post a link with a cute title related to the post.	0.6	0.1875	0.379310344828
1611	Ant_Robot_5857_5864	Chassis	0.5	0.4375	0.51724137931
9373	hotel-california_33964_33980	A space station.	0.5	0.4375	0.51724137931
8416	detroit_15661_15690	Or ask my Paiute grandfather.	0.5	0.4375	0.51724137931
9886	wildelifewatch1_1247_1327	You see, we need a strong membership base to continue delivering on our promise.	0.55	0.4375	0.51724137931
9372	hotel-california_33954_33963	A planet.	0.5	0.25	0.51724137931
7485	blog-monastery_538_569	I spent the past weekend there.	0.5	0.28125	0.402298850575
5306	SemEval_246	Sri Lanka clashes kill 129 troops 	0.166666666667	0.75	0.287356321839
739	20020731-nyt_12930_13027	In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981.	0.5	0.375	0.51724137931
8778	easy_money_8683_8713	Some are just a memory device.	0.6	0.3125	0.586206896552
6808	WhereToHongKong_41727_41764	The 40-mile trip takes about an hour.	0.625	0.4375	0.51724137931
7819	captured_moments_20517_20544	Still, it wasn't like that.	0.35	0.4375	0.379310344828
7024	WhereToHongKong_7975_8064	Opposite the Macau Ferry Terminal you’ll find the Western Market (open 10am–7pm).	0.5	0.4375	0.689655172414
9578	lessig_blog-carbon_4611_4775	However, it does show 500 for the short haul flights, but I bet those are mostly L.A. so you can fill in the real mileage to L.A. on those, it should not take long.	0.5	0.4375	0.586206896552
1231	A_defense_of_Michael_Moore_18038_18398	"Even if your ""re-enactment"" theory is true (and I see no evidence that you have actually tried to ask the people involved in the filmmaking for their opinion), this itself is not unethical, and you have no evidence whatsoever that Moore has done anything unethical here, just like you have no evidence that Moore has unethically removed parts of the interview."	0.45	0.5	0.655172413793
2010	Fermentation_Eminent-Domain_13303_13449	That, the fact that their wines cost less on average, and the wineries are friendlier, less snooty is a compelling story to get out to the public.	0.5	0.4375	0.632183908046
7762	captured_moments_17738_17755	"""Then I give up."""	0.2	0.4375	0.379310344828
2873	NWF1_1573_1583	That’s us!	0.5	0.625	0.655172413793
4482	Ohio_Steel_20299_20483	The steel workers who tried to save their jobs and their lives were part of something greater than themselves, something which would endure long after they had moved away and moved on.	0.55	0.5625	0.655172413793
2738	IntroHongKong_4758_4863	The business and financial center and the signature soaring architecture are on Hong Kong Island.	0.55	0.5625	0.51724137931
3210	NYTnewswire6_7035_7252	She never subscribed to cuisine minceur, cholesterol-free cooking, meat-free meal plans, organic food or any of the other politically correct trends of different times -- and that includes restricted diets, in spades.	0.5	0.375	0.448275862069
6671	WhereToHongKong_24391_24483	This ancient burial vault is believed to date back to the Han Dynasty (a.d. 25–220).	0.5	0.28125	0.51724137931
14	110CYL068_1946_1997	"I've got more than a job; I've got a career."""	0.541666666667	0.59375	0.51724137931
4921	SemEval_1242	Jail me, I ate Ivory Coast chocolate	0.3	0.625	0.724137931034
6155	Tupelo-Honey-Cafe_2659_2716	I stopped eating halfway through, not because I was full.	0.5	0.4375	0.51724137931
1997	Fermentation_Eminent-Domain_11613_11628	El Jefe said...	0.45	0.375	0.448275862069
888	20020731-nyt_26358_26507	The gavel sounded at $6.6 million after a Sotheby's senior vice president, Selby Kiffer, made the final bid for the anonymous buyer on the telephone.	0.5	0.4375	0.51724137931
421	115CVL035_2032_2156	I will be happy to supply any additional information you may need and thank you for your consideration of our request.	0.7	0.5	0.655172413793
7213	appalachian1_6259_6288	Camp out on isolated islands.	0.55	0.4375	0.586206896552
8703	easy_money_3497_3625	I put away the cell and used the motion to cover checking the knife in my sleeve and used one leg to check the other in my sock.	0.55	0.5	0.586206896552
3465	Nathans_Bylichka_10692_10759	You see, Nathan, there is …separate from your society …oh, damn it.	0.3	0.5625	0.448275862069
9512	hsus4_4167_4258	P.S. We are totally committed to putting an end to all forms of animal cruelty and neglect.	0.55	0.4375	0.793103448276
4070	Nathans_Bylichka_42854_42890	She has good blood under her cheeks.	0.6	0.5	0.51724137931
1500	Ant_Robot_23162_23558	Common behaviors will include a forward cruise and turning mechanism, procedures to determine the orientation towards nest and the distance from the nest when outside, in-nest navigation, an escape function for when objects are detected or bumped into, object identification and gripping, a generic algorithm for pheromone plume and chemical trail following, and the identification of other ants.	0.5	0.375	0.51724137931
8450	detroit_1723_1812	With houses going for $100, I thought, what would you have to lose by moving to Detroit?	0.55	0.5	0.51724137931
9214	hotel-california_27140_27242	A menu of display options, allowing me to customize all the lightscreen's superficial characteristics.	0.45	0.25	0.586206896552
10264	wsj_2465_1649_1766	"They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war."""	0.4	0.5	0.586206896552
4962	SemEval_128	War is close, Ethiopia tells Somali rebels	0.35	0.5625	0.448275862069
1957	Black_and_white_7399_7531	WHITE is the color of modern times, the color which dissipates a whole era; our era is perfection, purity, certitude.	0.45	0.375	0.51724137931
3620	Nathans_Bylichka_19482_19553	Then I’m going to shed a little blood, but don’t worry, none of yours.”	0.5	0.59375	0.344827586207
10232	wsj_0189_667_875	Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.	0.333333333333	0.4375	0.402298850575
2973	NYTnewswire2_3145_3210	The ISU later suspended Le Gougne and Gailhaguet for three years.	0.45	0.375	0.448275862069
2367	HistoryLasVegas_7614_7677	The railroad needed a way station, and Las Vegas was the place.	0.6	0.5	0.655172413793
7670	captured_moments_10320_10425	I will not talk of the first time Tasha and I tried any act of sex or sport together.	0.5	0.375	0.51724137931
9594	lessig_blog-carbon_5765_5852	All the light bulbs are fluorescent, except for the dimmer above the dining room table.	0.5	0.3125	0.51724137931
8569	detroit_9837_9953	Its going to take some pioneering individuals to start creating those pockets of innovation, creativity, and vision.	0.5	0.375	0.51724137931
2839	Madame_White_Snake_6868_7043	Female beauty is a dangerous thing that ties men to the transitory world and prohibits them from being free from desire and ascending to Nirvana.	0.4	0.5	0.655172413793
1185	A_defense_of_Michael_Moore_12604_12660	Did anyone but Moore's critics view it as anything else?	0.5	0.3125	0.51724137931
4581	Seedbombing_2673_2744	Seedbombing is a hit-or-miss way for change to take root, pun intended.	0.5	0.375	0.51724137931
8011	captured_moments_29929_30046	The subject shifted from music to Tasha's obsession with fame, undoubtedly by a leap that I made.	0.55	0.4375	0.51724137931
3523	Nathans_Bylichka_1364_1399	Boston is a strange place at night.	0.4	0.4375	0.448275862069
1537	Ant_Robot_33251_33412	Because the same general algorithm will be followed for the localization of all three chemical traces, I will provide pseudocode for only one generic subroutine.	0.5	0.375	0.655172413793
2244	Fermentation_HR5034_9898_9994	It appears that wholesalers don't like the courts involved when the decision don't go their way.	0.4	0.5	0.448275862069
2671	IntroDublin_384_464	At night the streets are crowded with people bent on having a good time.	0.65	0.625	0.586206896552
4976	SemEval_1292	Howard slams Obama on Iraq policy	0.35	0.5625	0.655172413793
3990	Nathans_Bylichka_38604_38677	He held the door for me and Amy when we reached the bottom of the stairs.	0.7	0.4375	0.586206896552
3518	Nathans_Bylichka_13471_13517	Nepthys nodded: “It’s okay, you can trust him.	0.6	0.375	0.379310344828
1356	A_defense_of_Michael_Moore_5999_6100	"According to the same WSJ interview, ""Typically, you're looking at a week to 10 days waiting period."""	0.4	0.3125	0.379310344828
